S. No,Order ID,Order Date,Ship Date (Bluesky Logistics),Ship Mode (Bluesky Logistics),Country,City,Postal Code,Region,Product ID,Product Name (by Designer),Sales (INR), Cost (INR),Quantity,Profit (INR),Turnaround time (days),Delivery status,ship mode
160,CA-2016-114104,42694,42698,Standard Class,India,Hyderabad,73034,Central,TEC-PH-10004536,Plain Full sleeves,944.93,708.6975,7,236.2325,10,Late delivery,Regular Air
161,CA-2016-162733,42501,42502,First Class,India,Hyderabad,90045,West,OFF-PA-10002751,Plain Full sleeves,5.98,3.289,1,2.691,3,Late delivery,Regular Air
162,CA-2015-119697,42366,42369,Second Class,India,Hyderabad,19134,East,TEC-AC-10003657,Plain Full sleeves,54.384,53.0244,2,1.3596,7,Shipping on time,Regular Air
163,CA-2016-154508,42690,42694,Standard Class,India,Hyderabad,88220,West,OFF-EN-10001990,Plain Full sleeves,28.4,15.052,5,13.348,10,Late delivery,Regular Air
164,CA-2016-113817,42681,42685,Standard Class,India,Hyderabad,98115,West,OFF-BI-10004002,Plain Full sleeves,27.68,17.992,2,9.688,10,Late delivery,Regular Air
165,CA-2014-139892,41890,41894,Standard Class,India,Hyderabad,78207,Central,OFF-AR-10004441,Plain Full sleeves,9.936,7.2036,3,2.7324,10,Late delivery,Regular Air
166,CA-2014-139892,41890,41894,Standard Class,India,Hyderabad,78207,Central,TEC-MA-10000822,Plain Full sleeves,8159.952,9519.944,8,-1359.992,10,Late delivery,Regular Air
167,CA-2014-139892,41890,41894,Standard Class,India,Hyderabad,78207,Central,OFF-ST-10000991,Plain Full sleeves,275.928,334.5627,3,-58.6347,10,Late delivery,Regular Air
168,CA-2014-139892,41890,41894,Standard Class,India,Kolkata,78207,Central,FUR-CH-10004287,Plain Full sleeves,1740.06,1764.918,9,-24.8580000000002,10,Late delivery,Express Air
169,CA-2014-139892,41890,41894,Standard Class,India,Kolkata,78207,Central,OFF-AR-10002656,Plain Full sleeves,32.064,25.2504,6,6.8136,10,Late delivery,Regular Air
170,CA-2014-139892,41890,41894,Standard Class,India,Kolkata,78207,Central,OFF-AP-10002518,Plain Full sleeves,177.98,631.829,5,-453.849,10,Late delivery,Regular Air
171,CA-2014-139892,41890,41894,Standard Class,India,Kolkata,78207,Central,TEC-PH-10003931,Plain Full sleeves,143.976,134.9775,3,8.99850000000001,10,Late delivery,Regular Air
172,CA-2014-118962,41856,41860,Standard Class,India,Kolkata,90004,West,OFF-PA-10000659,Plain Full sleeves,20.94,11.0982,3,9.8418,10,Late delivery,Regular Air
173,CA-2014-118962,41856,41860,Standard Class,India,Kolkata,90004,West,OFF-PA-10001144,Plain Full sleeves,110.96,57.6992,2,53.2608,10,Late delivery,Express Air
174,CA-2014-118962,41856,41860,Standard Class,India,Kolkata,90004,West,FUR-CH-10003817,Collar necked ,340.144,318.885,7,21.259,10,Shipping on time,Regular Air
175,US-2014-100853,41896,41901,Standard Class,India,Kolkata,60623,Central,OFF-AP-10000891,Collar necked ,52.448,183.568,2,-131.12,10,Late delivery,Regular Air
176,US-2014-100853,41896,41901,Standard Class,India,Kolkata,60623,Central,OFF-LA-10003148,Collar necked ,20.16,13.608,4,6.552,10,Late delivery,Regular Air
177,US-2017-152366,42846,42850,Second Class,India,Kolkata,77036,Central,OFF-AP-10002684,Collar necked ,97.264,340.424,4,-243.16,7,Late delivery,Regular Air
178,US-2015-101511,42329,42331,Second Class,India,Kolkata,43055,East,FUR-CH-10004698,Collar necked ,396.802,408.1392,7,-11.3371999999999,7,Late delivery,Regular Air
179,US-2015-101511,42329,42331,Second Class,India,Kolkata,43055,East,OFF-SU-10002189,Collar necked ,15.88,19.6515,5,-3.7715,7,Late delivery,Regular Air
180,CA-2015-137225,42353,42357,Standard Class,India,Kolkata,10009,East,OFF-AR-10001940,Collar necked ,3.28,1.8696,1,1.4104,10,Late delivery,Delivery Truck
181,CA-2014-166191,41978,41982,Second Class,India,Kolkata,62521,Central,OFF-ST-10003455,Collar necked ,24.816,22.9548,2,1.8612,7,Late delivery,Delivery Truck
182,CA-2014-166191,41978,41982,Second Class,India,Kolkata,62521,Central,TEC-AC-10004659,Collar necked ,408.744,332.1045,7,76.6395,7,Late delivery,Regular Air
183,CA-2014-158274,41962,41967,Second Class,India,Kolkata,71203,South,TEC-PH-10003273,Collar necked ,503.96,372.9304,4,131.0296,7,Late delivery,Regular Air
184,CA-2014-158274,41962,41967,Second Class,India,Kolkata,71203,South,TEC-PH-10004896,Collar necked ,149.95,107.964,5,41.986,7,Shipping canceled,Delivery Truck
185,CA-2014-158274,41962,41967,Second Class,India,Kolkata,71203,South,TEC-AC-10002345,Collar necked ,29,21.75,2,7.25,7,Shipping canceled,Delivery Truck
186,CA-2016-105018,42702,42706,Standard Class,India,Kolkata,6824,East,OFF-BI-10001890,Collar necked ,7.16,3.7232,2,3.4368,10,Shipping canceled,Regular Air
187,CA-2014-123260,41877,41881,Standard Class,India,Kolkata,90032,West,TEC-AC-10002323,Collar necked ,176.8,153.816,8,22.984,10,Shipping canceled,Delivery Truck
188,CA-2016-157000,42567,42573,Standard Class,India,Kolkata,75051,Central,OFF-ST-10001328,Collar necked ,37.224,33.5016,3,3.7224,10,Shipping canceled,Regular Air
189,CA-2016-157000,42567,42573,Standard Class,India,Kolkata,75051,Central,OFF-PA-10001950,Collar necked ,20.016,13.761,3,6.255,10,Shipping canceled,Regular Air
190,CA-2015-102281,42289,42291,First Class,India,Kolkata,10035,East,FUR-BO-10002613,Collar necked ,899.136,786.744,4,112.392,3,Shipping canceled,Regular Air
191,CA-2015-102281,42289,42291,First Class,India,Kolkata,10035,East,TEC-PH-10001552,Collar necked ,71.76,51.6672,6,20.0928,3,Shipping canceled,Regular Air
192,CA-2015-102281,42289,42291,First Class,India,Kolkata,10035,East,OFF-PA-10000061,Collar necked ,51.84,26.9568,8,24.8832,3,Shipping canceled,Regular Air
193,CA-2015-102281,42289,42291,First Class,India,Kolkata,10035,East,FUR-BO-10002545,Collar necked ,626.352,579.3756,3,46.9764,3,Shipping canceled,Regular Air
194,CA-2015-102281,42289,42291,First Class,India,Kolkata,10035,East,OFF-AR-10003514,Collar necked ,19.9,13.333,5,6.567,3,Shipping canceled,Regular Air
195,CA-2015-131457,42308,42314,Standard Class,India,Kolkata,92374,West,OFF-EN-10001509,Collar necked ,14.28,7.5684,7,6.7116,10,Shipping canceled,Delivery Truck
196,CA-2014-140004,41719,41723,Standard Class,India,Kolkata,45011,East,OFF-AR-10004685,Collar necked ,7.408,6.2042,2,1.2038,10,Shipping canceled,Express Air
197,CA-2014-140004,41719,41723,Standard Class,India,Kolkata,45011,East,OFF-AR-10004027,Collar necked ,6.048,4.4604,3,1.5876,10,Shipping canceled,Regular Air
198,CA-2017-107720,43045,43052,Standard Class,India,Kolkata,7090,East,OFF-ST-10001414,Collar necked ,46.26,34.2324,3,12.0276,10,Shipping canceled,Regular Air
199,US-2017-124303,42922,42929,Standard Class,India,Kolkata,19120,East,OFF-BI-10000343,Collar necked ,2.946,5.2046,2,-2.2586,10,Shipping canceled,Express Air
200,US-2017-124303,42922,42929,Standard Class,India,Kolkata,19120,East,OFF-PA-10002749,Collar necked ,16.056,10.2357,3,5.8203,10,Shipping canceled,Regular Air
201,CA-2017-105074,42910,42915,Standard Class,India,Kolkata,44312,East,OFF-PA-10002666,Collar necked ,21.744,14.949,3,6.795,10,Shipping canceled,Regular Air
202,CA-2014-133690,41854,41856,First Class,India,Kolkata,80219,West,FUR-TA-10004289,Collar necked ,218.75,380.625,2,-161.875,3,Shipping canceled,Regular Air
203,CA-2014-133690,41854,41856,First Class,India,Kolkata,80219,West,OFF-AP-10003622,Collar necked ,2.6,2.3075,1,0.2925,3,Shipping canceled,Delivery Truck
204,US-2017-116701,43086,43090,Second Class,India,Kolkata,75220,Central,OFF-AP-10003217,Collar necked ,66.284,245.2508,2,-178.9668,7,Shipping canceled,Regular Air
205,CA-2017-126382,42889,42893,Standard Class,India,Kolkata,37064,South,FUR-FU-10002960,Collar necked ,35.168,25.4968,7,9.6712,10,Shipping canceled,Regular Air
206,CA-2017-108329,43078,43083,Standard Class,India,Kolkata,90604,West,TEC-PH-10001918,Collar necked ,444.768,400.2912,4,44.4768,10,Advance shipping,Delivery Truck
207,CA-2017-135860,43070,43076,Standard Class,India,Kolkata,48601,Central,OFF-ST-10000642,Collar necked ,83.92,78.0456,4,5.87439999999999,10,Shipping on time,Regular Air
208,CA-2017-135860,43070,43076,Standard Class,India,Kolkata,48601,Central,TEC-PH-10001700,Collar necked ,131.98,96.3454,2,35.6346,10,Late delivery,Express Air
209,CA-2017-135860,43070,43076,Standard Class,India,Kolkata,48601,Central,OFF-BI-10003274,Collar necked ,15.92,8.4376,4,7.4824,10,Late delivery,Express Air
210,CA-2017-135860,43070,43076,Standard Class,India,Kolkata,48601,Central,OFF-FA-10000134,Collar necked ,52.29,36.0801,9,16.2099,10,Advance shipping,Regular Air
211,CA-2017-135860,43070,43076,Standard Class,India,Kolkata,48601,Central,OFF-ST-10001522,Collar necked ,91.99,88.3104,1,3.67959999999999,10,Late delivery,Regular Air
212,CA-2015-101007,42044,42048,Second Class,India,Kolkata,75220,Central,TEC-AC-10001266,Collar necked ,20.8,14.3,2,6.5,7,Late delivery,Delivery Truck
213,CA-2015-146262,42006,42013,Standard Class,India,Kolkata,44256,East,OFF-LA-10004544,Collar necked ,23.68,14.8,2,8.88,10,Late delivery,Regular Air
214,CA-2015-146262,42006,42013,Standard Class,India,Kolkata,44256,East,FUR-BO-10004695,Collar necked ,452.45,696.773,5,-244.323,10,Shipping on time,Regular Air
215,CA-2015-146262,42006,42013,Standard Class,India,Kolkata,44256,East,TEC-PH-10002844,Collar necked ,62.982,77.6778,3,-14.6958,10,Late delivery,Regular Air
216,CA-2015-146262,42006,42013,Standard Class,India,Kolkata,44256,East,TEC-MA-10000864,Collar necked ,1188,2138.4,9,-950.4,10,Advance shipping,Regular Air
217,CA-2015-146262,42006,42013,Standard Class,India,Kolkata,44256,East,TEC-AC-10000109,Collar necked ,89.584,85.1048,2,4.47920000000001,10,Shipping on time,Regular Air
218,CA-2016-130162,42671,42675,Standard Class,India,Kolkata,90032,West,OFF-ST-10001328,Collar necked ,93.06,67.0032,6,26.0568,10,Advance shipping,Express Air
219,CA-2016-130162,42671,42675,Standard Class,India,Kolkata,90032,West,TEC-PH-10002563,Collar necked ,302.376,279.6978,3,22.6782,10,Late delivery,Regular Air
220,CA-2015-169397,42362,42365,First Class,India,Kolkata,43017,East,OFF-FA-10000585,Collar necked ,5.584,3.7692,2,1.8148,3,Shipping on time,Regular Air
221,CA-2015-169397,42362,42365,First Class,India,Kolkata,43017,East,OFF-PA-10004000,Collar necked ,22.704,14.4738,6,8.2302,3,Late delivery,Regular Air
222,CA-2015-169397,42362,42365,First Class,India,Kolkata,43017,East,OFF-BI-10002852,Collar necked ,19.776,33.6192,4,-13.8432,3,Late delivery,Delivery Truck
223,CA-2015-169397,42362,42365,First Class,India,Kolkata,43017,East,FUR-FU-10000087,Collar necked ,72.704,53.6192,4,19.0848,3,Advance shipping,Delivery Truck
224,CA-2015-169397,42362,42365,First Class,India,Kolkata,43017,East,TEC-MA-10001148,Collar necked ,479.988,863.9784,4,-383.9904,3,Advance shipping,Delivery Truck
225,CA-2015-169397,42362,42365,First Class,India,Kolkata,43017,East,OFF-AR-10001958,Collar necked ,27.168,24.4512,2,2.7168,3,Late delivery,Regular Air
226,CA-2015-163055,42225,42232,Standard Class,India,Kolkata,48227,Central,OFF-AR-10001026,Collar necked ,2.2,1.232,1,0.968,10,Late delivery,Regular Air
227,CA-2015-163055,42225,42232,Standard Class,India,Kolkata,48227,Central,FUR-TA-10003748,Collar necked ,622.45,485.511,5,136.939,10,Advance shipping,Regular Air
228,CA-2015-163055,42225,42232,Standard Class,India,Kolkata,48227,Central,OFF-ST-10002485,Collar necked ,21.98,21.7602,1,0.219799999999999,10,Shipping on time,Delivery Truck
229,US-2015-145436,42063,42067,Standard Class,India,Kolkata,38401,South,FUR-CH-10004860,Collar necked ,161.568,189.8424,2,-28.2744,10,Advance shipping,Regular Air
230,US-2015-145436,42063,42067,Standard Class,India,Kolkata,38401,South,FUR-CH-10004477,Collar necked ,389.696,345.8552,8,43.8408,10,Advance shipping,Express Air
231,US-2014-156216,41895,41899,Standard Class,India,Kolkata,28205,South,OFF-BI-10001679,Collar necked ,18.648,31.08,7,-12.432,10,Shipping on time,Express Air
232,US-2017-100930,42832,42837,Standard Class,India,Kolkata,33614,South,FUR-TA-10001705,Collar necked ,233.86,335.908,2,-102.048,10,Advance shipping,Regular Air
233,US-2017-100930,42832,42837,Standard Class,India,Kolkata,33614,South,FUR-TA-10003473,Collar necked ,620.6145,868.8603,3,-248.2458,10,Advance shipping,Regular Air
234,US-2017-100930,42832,42837,Standard Class,India,Kolkata,33614,South,OFF-BI-10001679,Collar necked ,5.328,8.88,2,-3.552,10,Late delivery,Regular Air
235,US-2017-100930,42832,42837,Standard Class,India,Kolkata,33614,South,FUR-FU-10004017,Collar necked ,258.072,258.072,3,0,10,Late delivery,Regular Air
236,US-2017-100930,42832,42837,Standard Class,India,Kolkata,33614,South,TEC-AC-10003832,Collar necked ,617.976,625.7007,3,-7.7247000000001,10,Shipping on time,Regular Air
237,CA-2017-160514,43051,43055,Standard Class,India,Kolkata,95051,West,OFF-PA-10002479,Collar necked ,10.56,5.808,2,4.752,10,Advance shipping,Express Air
238,CA-2016-157749,42525,42530,Second Class,India,Kolkata,60610,Central,OFF-PA-10003349,Collar necked ,25.92,16.524,5,9.396,7,Late delivery,Express Air
239,CA-2016-157749,42525,42530,Second Class,India,Kolkata,60610,Central,FUR-FU-10000576,Collar necked ,419.68,776.408,5,-356.728,7,Late delivery,Regular Air
240,CA-2016-157749,42525,42530,Second Class,India,Kolkata,60610,Central,FUR-FU-10004351,Collar necked ,11.688,16.3632,3,-4.6752,7,Shipping on time,Regular Air
241,CA-2016-157749,42525,42530,Second Class,India,Kolkata,60610,Central,TEC-PH-10000011,Collar necked ,31.984,20.7896,2,11.1944,7,Advance shipping,Express Air
242,CA-2016-157749,42525,42530,Second Class,India,Ahemadabad,60610,Central,FUR-TA-10002607,Collar necked ,177.225,297.738,5,-120.513,7,Shipping on time,Regular Air
243,CA-2016-157749,42525,42530,Second Class,India,Ahemadabad,60610,Central,FUR-FU-10002505,Collar necked ,4.044,6.8748,3,-2.8308,7,Shipping on time,Regular Air
244,CA-2016-157749,42525,42530,Second Class,India,Ahemadabad,60610,Central,OFF-AR-10004685,Collar necked ,7.408,6.2042,2,1.2038,7,Advance shipping,Express Air
245,CA-2014-131926,41791,41796,Second Class,India,Ahemadabad,55044,Central,FUR-CH-10004063,Collar necked ,2001.86,1421.3206,7,580.5394,7,Shipping on time,Regular Air
246,CA-2014-131926,41791,41796,Second Class,India,Ahemadabad,55044,Central,OFF-ST-10002276,Collar necked ,166.72,125.04,2,41.68,7,Advance shipping,Express Air
247,CA-2014-131926,41791,41796,Second Class,India,Ahemadabad,55044,Central,OFF-PA-10004082,Collar necked,47.88,23.94,6,23.94,7,Advance shipping,Delivery Truck
248,CA-2014-131926,41791,41796,Second Class,India,Ahemadabad,55044,Central,OFF-AP-10002945,Collar necked,1503.25,1007.1775,5,496.0725,7,Shipping on time,Regular Air
249,CA-2014-131926,41791,41796,Second Class,India,Ahemadabad,55044,Central,OFF-PA-10000061,Collar necked,25.92,13.4784,4,12.4416,7,Late delivery,Delivery Truck
250,CA-2016-154739,42714,42719,Second Class,India,Ahemadabad,94109,West,FUR-CH-10002965,Collar necked,321.568,293.4308,2,28.1372,7,Late delivery,Regular Air
251,CA-2016-145625,42624,42630,Standard Class,India,Ahemadabad,92037,West,OFF-PA-10004569,Collar necked,7.61,4.0333,1,3.5767,10,Shipping on time,Regular Air
252,CA-2016-145625,42624,42630,Standard Class,India,Ahemadabad,92037,West,TEC-AC-10003832,Collar necked,3347.37,2711.3697,13,636.0003,10,Shipping on time,Express Air
253,CA-2016-146941,42714,42717,First Class,India,Ahemadabad,10024,East,OFF-ST-10001228,Collar necked,80.58,58.0176,6,22.5624,3,Shipping on time,Express Air
254,CA-2016-146941,42714,42717,First Class,India,Ahemadabad,10024,East,OFF-EN-10003296,Collar necked,361.92,199.056,4,162.864,3,Late delivery,Regular Air
255,US-2015-159982,42336,42342,Standard Class,India,Ahemadabad,60623,Central,FUR-FU-10002505,Collar necked,12.132,20.6244,9,-8.4924,10,Advance shipping,Express Air
256,US-2015-159982,42336,42342,Standard Class,India,Ahemadabad,60623,Central,OFF-ST-10004804,Collar necked,82.368,101.9304,2,-19.5624,10,Advance shipping,Regular Air
257,US-2015-159982,42336,42342,Standard Class,India,Ahemadabad,60623,Central,OFF-ST-10001590,Collar necked,53.92,49.876,5,4.044,10,Shipping on time,Regular Air
258,US-2015-159982,42336,42342,Standard Class,India,Ahemadabad,60623,Central,TEC-PH-10001580,Collar necked,647.904,591.2124,6,56.6916,10,Shipping on time,Regular Air
259,CA-2017-163139,43070,43072,Second Class,India,Ahemadabad,10009,East,TEC-AC-10000290,Collar necked,20.37,13.4442,3,6.9258,7,Late delivery,Regular Air
260,CA-2017-163139,43070,43072,Second Class,India,Ahemadabad,10009,East,OFF-ST-10002790,Collar necked,221.55,214.9035,3,6.64650000000002,7,Advance shipping,Regular Air
261,CA-2017-163139,43070,43072,Second Class,India,Ahemadabad,10009,East,OFF-BI-10003460,Collar necked,17.52,11.388,5,6.132,7,Shipping on time,Regular Air
262,US-2017-155299,42894,42898,Standard Class,India,Ahemadabad,77506,Central,OFF-AP-10002203,Collar necked,1.624,6.09,2,-4.466,10,Advance shipping,Regular Air
263,US-2014-106992,41901,41903,Second Class,India,Ahemadabad,77036,Central,TEC-MA-10000822,Collar necked,3059.982,3569.979,3,-509.997000000001,7,Shipping on time,Regular Air
264,US-2014-106992,41901,41903,Second Class,India,Ahemadabad,77036,Central,TEC-MA-10003353,Collar necked,2519.958,2771.9538,7,-251.9958,7,Late delivery,Regular Air
265,CA-2016-125318,42527,42534,Standard Class,India,Ahemadabad,60610,Central,TEC-PH-10001433,Collar necked,328.224,299.5044,4,28.7196,10,Late delivery,Regular Air
266,CA-2015-155040,42318,42323,Standard Class,India,Ahemadabad,94513,West,TEC-AC-10004469,Collar necked,79.9,44.744,2,35.156,10,Shipping on time,Regular Air
267,CA-2017-136826,42902,42906,Standard Class,India,Ahemadabad,27514,South,OFF-AR-10003602,Collar necked,14.016,9.2856,3,4.7304,10,Advance shipping,Regular Air
268,CA-2016-111010,42391,42397,Standard Class,India,Ahemadabad,7960,East,OFF-FA-10003472,Collar necked,7.56,7.2576,6,0.3024,10,Advance shipping,Express Air
269,US-2017-145366,43078,43082,Standard Class,India,Ahemadabad,45231,East,OFF-ST-10004180,Collar necked,37.208,44.6496,1,-7.4416,10,Shipping on time,Regular Air
270,US-2017-145366,43078,43082,Standard Class,India,Ahemadabad,45231,East,OFF-EN-10004386,Collar necked,57.576,35.985,3,21.591,10,Late delivery,Regular Air
271,CA-2017-163979,43097,43102,Second Class,India,Ahemadabad,94110,West,OFF-ST-10003208,Collar necked,725.84,515.3464,4,210.4936,7,Advance shipping,Delivery Truck
272,CA-2015-155334,42215,42216,First Class,India,Ahemadabad,94109,West,TEC-AC-10003628,Collar necked,209.93,117.5608,7,92.3692,3,Advance shipping,Regular Air
273,CA-2015-155334,42215,42216,First Class,India,Ahemadabad,94109,West,FUR-FU-10003274,Collar necked,5.28,2.9568,3,2.3232,3,Shipping on time,Express Air
274,CA-2015-155334,42215,42216,First Class,India,Ahemadabad,94109,West,OFF-BI-10002557,Collar necked,10.92,6.825,3,4.095,3,Shipping on time,Regular Air
275,CA-2017-118136,42994,42995,First Class,India,Ahemadabad,90301,West,OFF-PA-10002615,Collar necked,8.82,4.7628,2,4.0572,3,Advance shipping,Regular Air
276,CA-2017-118136,42994,42995,First Class,India,Ahemadabad,90301,West,OFF-AR-10001427,Collar necked,5.98,4.4252,1,1.5548,3,Advance shipping,Express Air
277,CA-2017-132976,43021,43025,Standard Class,India,Ahemadabad,19140,East,OFF-PA-10000673,Collar necked,11.648,7.5712,2,4.0768,10,Shipping on time,Regular Air
278,CA-2017-132976,43021,43025,Standard Class,India,Ahemadabad,19140,East,OFF-PA-10004470,Collar necked,18.176,12.2688,4,5.9072,10,Late delivery,Express Air
279,CA-2017-132976,43021,43025,Standard Class,India,Ranchi,19140,East,OFF-ST-10000876,Collar necked,59.712,53.7408,6,5.9712,10,Shipping on time,Regular Air
280,CA-2017-132976,43021,43025,Standard Class,India,Ranchi,19140,East,OFF-LA-10002043,Collar necked,24.84,16.146,3,8.694,10,Late delivery,Delivery Truck
281,US-2015-161991,42273,42275,Second Class,India,Ranchi,77070,Central,OFF-BI-10004967,Collar necked,2.08,5.512,5,-3.432,7,Advance shipping,Delivery Truck
282,US-2015-161991,42273,42275,Second Class,India,Ranchi,77070,Central,TEC-PH-10001760,Collar necked,1114.4,738.29,7,376.11,7,Advance shipping,Regular Air
